Feature,Importance
allHomologs_0,0.04874981381785891
vertebrates_0,0.04681792410578662
mammals_0,0.044248653246865874
eukaryotes_0,0.04277569760418272
bpso_0,0.04268586301565547
metazoa_0,0.03650188268096346
bpsh_0,0.032560971721153076
mech_intra,0.02953153907274063
specParalogs_0,0.02502833461160792
orthologs_0,0.024483623008910785
exclParalogs_0,0.022840398927237306
ncontacts,0.022442865009003395
hmmScoreMUT,0.022080007874799662
hmmScoreWT,0.017573165517045224
sec,0.017053961712742996
burr,0.01659942538885239
nresidues,0.014448426772321218
IUPRED,0.012687806839667536
acc,0.011911638061866918
phi_psi,0.01152944652480801
ub_0_pfam,0.0075150011980539
D_L_-1_pfam,0.007372499845740196
p_0_pfam,0.007283352376229991
ChargesMUT,0.006573315309061968
D_F_1_pfam,0.006532117862202555
D_A_-2_pfam,0.006488517184813683
D_A_0_pfam,0.005835616906424794
ChargesDiff,0.005830599070370092
A_Y_2_pfam,0.0055641920061467965
D_D_0_pfam,0.005526465595245788
A_L_0_pfam,0.005440120297750838
D_M_2_pfam,0.005228706013460062
D_E_0_pfam,0.00521603131329585
Y_WT,0.005193945247890655
D_R_0_pfam,0.005187963347864373
S_WT,0.004858967044888117
D_P_0_pfam,0.004649401579992437
D_S_-2_pfam,0.00440920831858981
D_R_-2_pfam,0.0044003559634837935
R_Y_2_pfam,0.00413201791437793
D_G_0_pfam,0.0040855392751436475
ub_-1_pfam,0.0039057599926517507
D_I_-1_pfam,0.0038862833221102026
A_R_1_pfam,0.0036016546303533664
A_E_0_pfam,0.00350957116264945
D_F_0_pfam,0.0034242112112704212
D_L_-2_pfam,0.0033702587436498736
D_A_-1_pfam,0.0033521344195947284
D_A_2_pfam,0.003306130975082858
D_I_2_pfam,0.0032142876383609523
D_S_2_pfam,0.0031485154224975046
D_T_0_pfam,0.003122031861125432
D_E_-1_pfam,0.003092340217267771
D_K_-2_pfam,0.0030792758850644265
D_T_2_pfam,0.0030758287868078945
D_R_-1_pfam,0.0030657576393042594
A_Y_1_pfam,0.0029481881096921855
D_W_0_pfam,0.0028528514531652115
m2_0_pfam,0.0028399408210502534
D_G_2_pfam,0.00278338738856182
p_-1,0.0027719389940153855
A_S_0_pfam,0.0027142774045891774
D_H_-2_pfam,0.0027139571223740847
D_C_-2_pfam,0.0026597755836134424
Q_WT,0.0026512884900163768
D_N_2_pfam,0.002598870162160332
ac_0_pfam,0.002518433436061515
A_D_0_pfam,0.0024849076609583
D_K_0_pfam,0.0024769901263280636
D_V_0_pfam,0.0024747770301641486
D_N_0_pfam,0.0024588995481020924
D_R_1_pfam,0.002434624174884408
A_H_-1_pfam,0.0024091732834186654
C_MUT,0.002394669814308007
A_N_-1_pfam,0.0023898299545943888
D_Y_1_pfam,0.002357024096422612
D_L_2_pfam,0.002352003320901557
A_F_-2_pfam,0.0023464079805665203
D_A_1_pfam,0.0023409449368017375
P_WT,0.0023265120161276628
D_M_-2_pfam,0.002325027917791907
D_K_2_pfam,0.0023074420587202017
D_Q_0_pfam,0.0022996329195169468
Phosphomimic,0.002298541388714523
A_E_-2_pfam,0.0022850463668754105
R_L_2_pfam,0.002271242245612317
R_MUT,0.002247189931501108
D_S_-1_pfam,0.0022337622522335342
D_S_1_pfam,0.0022267269274980255
D_Y_0_pfam,0.002224829109267231
A_N_1_pfam,0.0022103735234552018
D_G_-1_pfam,0.0021993624170993844
R_K_2_pfam,0.0021731159643409354
D_G_-2_pfam,0.002136186260462538
A_V_-1_pfam,0.002122525726503966
D_F_-1_pfam,0.002100837123140508
A_L_2_pfam,0.0020947631299423272
A_L_1_pfam,0.002076676837400841
A_H_-2_pfam,0.002076581809542599
A_E_1_pfam,0.0020537279153536913
D_F_-2_pfam,0.0020485215032264846
D_L_0_pfam,0.002045879670234805
A_I_-1_pfam,0.0020423439951886588
R_G_-2_pfam,0.0020411201207898274
R_D_-2_pfam,0.0020052420688736346
A_H_1_pfam,0.0020033467827520767
sm_0_pfam,0.0019971357061229086
D_I_0_pfam,0.001967464972070754
A_A_1_pfam,0.0019446424136341613
D_T_-2_pfam,0.001923510806639104
A_Q_1_pfam,0.0019132838144287866
R_Y_-1_pfam,0.0019097349385145104
A_S_-2_pfam,0.0018727003720253649
A_P_2_pfam,0.0018388051414000627
D_D_2_pfam,0.0018150702712935599
